index,name,address,phone,website,description
Main Street Dragon,Main St. Dragon,"1537 W Main St, Richmond, VA 23220, United States",(804) 342-1800,http://mainstdragon.com/,"We recommend Main Street Dragon! 
In the heart of Richmond's downtown district, Main Street Dragon has carved its place as a hotspot for authentic Asian cuisine. This downtown destination is acknowledged for its stunning array of Chinese and Asian fusion dishes, adding a touch of the exotic to Main Street's burgeoning food scene. Favorites among locals include the renowned Kung Pao Chicken and their traditional Beef & Broccoli. Yet, it's not just about the entrees, their vast menu harbors an enticing selection of appetizers, soups, and more. For an unforgettable taste of the Orient in the heart of Richmond, a dinner for two at Main Street Dragon typically runs between $30 - $40."
ATO Sisig and Grill,Auntie Ning's Filipino Food (Located Inside Of Chef Suite),"4711 W Broad St, Richmond, VA 23230, United States",(804) 215-3814,Not found,"We recommend ATO Sisig and Grill!
This prime culinary establishment, nestled in Richmond's bustling Midlothian neighborhood, specializes in proudly presenting authentic Filipino cuisine. ATO Sisig and Grill puts a spotlight on the increasingly popular dish ‘sisig’, a sizzling hot plate filled with pieces of pig’s head and liver, garnished with chili and calamansi. Of course, the flavors don’t stop there. They also serve a plethora of heartwarming Filipino meals that are perfect for those looking to venture away from the typical dining scene. Plan to spend in the bracket of $30 - $40 for a enjoyable dinner for two."
Carytown Indian Cuisine,Carytown Indian Cuisine,"2907 W Cary St, Richmond, VA 23221, United States",(804) 918-1404,https://www.carytownindiancuisine.com/,"We recommend Carytown Indian Cuisine!
Carytown Indian Cuisine is a gem nestled in Richmond's vibrant and diverse Carytown neighborhood. This restaurant specializes in traditional Indian cuisines, offering a menu full of signature curries, veggie samosa, and a variety of Naan bread to pair with any dish. With enticing options that cater to both meat-lovers and vegetarians alike, customers will experience the rich and savory flavors of Indian cuisine that never disappoint. Anticipate an investment of about $30 - $40 for a tantalizing dinner for two."
Momotaro,Momotaro Sushi,"2803 W Cary St, Richmond, VA 23221, United States",(804) 355-0060,Not found,"We recommend Momotaro!
Serving some of the most authentic, diverse, and flavorful sushi and Asian dishes in the city, Momotaro is a must-visit spot tucked away in the heart of Carytown. Known for its pristine, elegantly composed sushi rolls and sashimi, it also treats the local palate with an array of ramen bowls and Japanese-style curry. From the food to the thoughtful interior design, Momotaro captures the intrinsic aesthetics of Asian cuisine. For a dinner of two, you are looking at a price range of about $30 - $60."
gpoll4efcbd2d8,gpoll4efcbd2d8,Not found,Not found,Not found,"We recommend Alewife!
Located in the heart of the historic Church Hill neighborhood, Alewife dishes up seafood specialties that honor the Chesapeake Bay's bounty. Showcasing their commitment to local, sustainable sourcing, Alewife's menu offers innovative, seasonally-inspired dishes that celebrate the region's seafood at its best. Additionally noted for an eclectic blend of craft cocktails, Alewife is picture-perfect for a culinary excursion into Richmond's local fare. Anticipate a dinner for two to be priced in the range of $60 - $80."
Up In Smoke BBQ RVA,Up In Smoke BBQ RVA,"2113 E Main St #102, Richmond, VA 23223, United States",(804) 918-2731,http://www.upinsmokerva.com/,"We recommend Up In Smoke BBQ RVA! 
Nestled in the food-loving heart of Richmond's Scott's Addition neighborhood, Up In Smoke BBQ RVA keeps the local food scene exciting with its masterful take on classic BBQ dishes. Specializing in mouthwatering ribs, juicy pulled pork, and tender brisket that are all smoked to perfection, this culinary gem leaves an unforgettable taste and a longing for more. For those with a sweet tooth, don't miss their homemade pies, a perfect ending to a satisfying meal. A dinner for two at this local BBQ staple is reasonably priced, falling between $30 - $40."
Galaxy Diner,Galaxy Diner,"3109 W Cary St, Richmond, VA 23221, United States",(804) 213-0510,http://galaxydinerrva.com/,"We recommend Galaxy Diner! 
This retro-themed diner, located in Carytown, serves up classic comfort food with a quirky twist, taking you back in time while tantalizing your taste buds. A bite into their specialties, from towering burgers to thick malt milkshakes and the famous Galactic dog, is a voyage of flavors. Dessert isn't just a formality here, it’s a delicious journey. Try the homemade pies or the classic Virginia trifle. For an out-of-this-world dining experience that doesn't lighten your wallet, Galaxy Diner offers a range of dishes with dinner prices roughly between $20 - $30 for two people."
Lolitas,Lolita's,"2929 W Cary St, Richmond, VA 23221, United States",(804) 447-6015,https://lolitasrichmond.com/home,"We recommend Lolita’s!
Located in one of Richmond’s most vibrant neighborhoods, Shockoe Bottom, Lolita’s offers a unique take on modern Mexican cuisine. The enticing menu caters to all palates - from the traditional taco fare to bold, cutting-edge creations. Lolita’s ambiance is glitzy yet intimate, making it an irresistible dinner destination. The restaurant’s Pulpo a la Parrilla (grilled octopus) and Tacos De Chapulines (grasshopper tacos) take the culinary adventure to another level in terms of flavor and texture. For a dinner date, plan to spend about $50 - $60."
The Savory Grain,The Savory Grain,"2043 W Broad St, Richmond, VA 23220, United States",(804) 592-4000,https://www.thesavorygrain.com/,"We recommend The Savory Grain! 
Nestled in the heart of Richmond's Museum District, The Savory Grain serves up a unique blend of inventive American fare with Southern influence. With locally sourced ingredients, the restaurant crafts a variety of artisanal dishes that showcase the seasons of Virginia, providing a distinct dining sensation that RVA citizens have grown to love. Specialties here range from their famous shrimp and grits to their renowned pulled pork nachos, ensuring an experience tailored to every palate. Dinners here could set you back somewhere between $30-$50 for two - a small price to pay for the taste of Richmond's finest."
Fu Jian,Fu Jian Chinese Restaurant,"2001 W Main St, Richmond, VA 23220, United States",(804) 353-5888,Not found,"We recommend Fu Jian! 
Nestled in the middle of Richmond's bustling Carytown neighborhood, Fu Jian serves up a taste of authentic Chinese cuisine that's sure to please. Known for their stellar Hot and Sour Soup, Sweet and Sour Chicken, and variety of sushi rolls, Fu Jian marries traditional tastes with modern execution to create a unique dining experience. Those in the know also rave about the Sesame Chicken that packs a flavorful punch in every bite. With most dinners ranging from $10 to $25, this charming eatery offers an unforgettable experience without breaking the bank. Don't miss it on your next Carytown foodie exploration."
Crazy Thai Restaurant,Crazy Thai Restaurant,"1100 W Cary St, Richmond, VA 23220, United States",(804) 716-8445,https://www.facebook.com/crazythairva,"We recommend Crazy Thai Restaurant!
Situated in the heart of Richmond's bustling West End, Crazy Thai Restaurant provides a taste of authentic Thai cuisine that is tantalizingly different. Specializing in traditional Thai dishes, their menu features everything from the fiery spices of Panang curry to the zesty tang of a traditional Papaya salad. But the star of the show remains its traditional Pad Thai, a dish skillfully bringing together the universal love for noodles in a symphony of sweet, sour, and spicy flavors. Expect a moderate expenditure for dinner here, with a meal for two typically priced around $30 - $40."
Rowland,Rowland,"2132 W Main St, Richmond, VA 23220, United States",(804) 257-9885,http://www.rowlandfinedining.com/,"We recommend checking out Rowland!
Tucked away in the charming Fan District, Rowland is an unassumingly elegant gem that continues to draw in the Richmond crowd. It's a step above your typical neighborhood deli, offering gourmet sandwiches, salads, and baked goods that captivate the palate as much as they comfort the soul. And then there are the homemade soups—not-to-be-missed bowls of warmth sure to keep you coming back for more. Save room for their sumptuous desserts, which are just as skillfully crafted as their savoury counterparts. Your wallet will thank you, too, as a fulfilling dinner here can range from $30 - $40 for two."
The Boathouse,The Boathouse at Rocketts Landing,"4708 E Old Main St, Richmond, VA 23231, United States",(804) 622-2628,https://www.theboathouse.com/,"We recommend The Boathouse!
Nestled in the charming shores of Rocketts Landing, The Boathouse is where Richmond comes to sip, dine, and bask in the panoramic river views. This maritime gem has mastered the art of sea-to-table dining, with Maine lobster tail and cedar plank salmon headlining a fleet of seafood delicacies. To fall in line with the relaxed yet sophisticated ambiance, The Boathouse also curates a distinguished selection of wines and craft cocktails. For a dinner for two, prepare to shell out about $60 - $80."
Lift Coffee Shop,Lift Coffee Shop & Cafe,"218 W Broad St, Richmond, VA 23220, United States",(804) 344-5438,http://www.liftcoffeeshop.com/,"We recommend Lift Coffee Shop!
Tucked away in the eclectic Richmond neighborhood of the Fan, Lift Coffee Shop is an oasis for anyone with a caffeinated craving. This place doesn’t just juggle with a standard cup of joe; instead, it effortlessly raises the bar with trendy pour-overs, delectable pastries, and a knockout grilled cheese panini, ensuring there’s something tasty in store for everyone. In terms of price, you're likely to fork over $20 - $30 for a satisfying dinner meal for two at this urban sanctuary."
Tenka Ramen,Tenka Ramen House,"110 N 5th St, Richmond, VA 23219, United States",(804) 788-8177,https://www.clover.com/online-ordering/tenka-ramen-llc-richmond?utm_source=web-dashboard&utm_medium=qrcode&utm_campaign=olo-qr-template,"We recommend Tenka Ramen!
Nestled in the thriving downtown Richmond neighborhood, Broad Street's Tenka Ramen serves up their authentic Japanese ramen bowls with creativity and consistency. Whether it be Shoyu, Miso, or the spicy Tonkotsu, each bowl is prepared with a keen eye for detail and a respect for traditional ramen culture. Don't forget to pair your ramen with one of their various sake selections to help bring out the flavours of each dish. With the restaurant’s moderate price range, expect to spend around $30-$40 for an enriching dinner for two."
Triple Crossing Beer,Triple Crossing Beer - Downtown,"113 S Foushee St, Richmond, VA 23220, United States",(804) 495-1955,http://www.triplecrossing.com/,"We recommend Triple Crossing Beer! 
Nestled in the bustling heart of Fulton, Triple Crossing Beer is a revered establishment synonymous with Richmond's noteworthy craft beer scene. Known for their dedication to quality, this brew haven is a delightful outlier that seems to be driven by a desire to create unique, hop-forward, modern blends. With an array of well-crafted and flavor-packed beers, alongside a slim yet tantalizing food menu consisting of wood-fired pizzas and shared plates, Triple Crossing Beer is all about the communal accentuation of great food with exceptional brews. Expect a dinner for two to fall somewhere in the $30 - $50 range."
Noodles and Friends,Noodles & Friends,"7415 Midlothian Tpke, Richmond, VA 23225, United States",(804) 675-0103,Not found,"We recommend Noodles and Friends!
In the heart of Richmond's trendy Scott's Addition neighborhood, Noodles and Friends is the culinary gem offering a dazzling twist on classic noodle dishes. With its enchanting fusion cuisine, the specialties reach to all corners of the Asian continent; from slightly spicy ramen to fragrant pho, and everything in between, stirring up palates in a way only Noodles and Friends can. The restaurant offers dishes anywhere between $10 - $20, promising a wallet-friendly yet flavorsome dining experience."
gpoll498db1655,gpoll498db1655,Not found,Not found,Not found,"I'm sorry, but I couldn't find a restaurant named ""gpoll498db1655"" in Richmond, VA. Could you provide more details or check if the name is correct?"
Kahlos Taqueria,Kahlo's Taqueria & Bar,"718 N 23rd St, Richmond, VA 23223, United States",(804) 912-1278,http://kahlostaqueriabar.com/,"We recommend Kahlos Taqueria!
Situated in the heart of Richmond's bustling Northside neighborhood, Kahlos Taqueria is offering up a flavorful slice of Mexican cuisine. With an emphasis on fresh ingredients and traditional recipes, Kahlos is known for its delicious and authentic tacos, burritos, and enchiladas that are sure to satisfy any palate. Not just known for its food, Kahlos Taqueria also provides a vibrant and lively atmosphere that emulates the energy of its vibrant neighborhood. Anticipate a price range of approximately $20 - $30 for a dinner for two."
Alchemy Coffee,The Lab by Alchemy Coffee,"814 W Broad St, Richmond, VA 23220, United States",(804) 608-9873,http://www.alchemycoffeerva.com/,"We recommend Alchemy Coffee! Located in the bustling neighborhood of The Fan, Alchemy Coffee roasts its heart out in its commitment to delivering the perfect cup of joe. With a menu ranging from espresso classics to adventurous pour-over offerings, Alchemy isn’t just satisfying your caffeine cravings - it’s stimulating a coffee revolution. Make sure to indulge in their specialty pastries or avocado toast to fully savor the Alchemy experience. Plan to spend anywhere from $15 - $25 for a delicious caffeinated treat. Your taste buds and your wallet will thank you."
gpoll48a41b8ea,gpoll48a41b8ea,Not found,Not found,Not found,"We recommend trying GWARbar!
Offered by world-renowned band GWAR, this restaurant is a flamboyant spectacle in Richmond’s Jackson Ward neighborhood, with a menu just as enticingly eclectic as its decor. GWARbar proudly presents an array of “intergalactic junk food,” but is especially heralded for its gourmet twists on classic bar food, like its ‘GWAR-B-Q’ and specialty burgers. You'll be pleasantly surprised by the flavors packed into every nook and cranny of these dishes, each a testament to Richmond’s vibrant food scene. Expect to shell out around $30 - $50 for a dinner for two, and prepare for a dining experience that's as rich in character as it is in taste."
NAPA Kitchen and Wine,NAPA Kitchen and Wine,"15825 WC Main St, Midlothian, VA 23113, United States",(804) 893-5684,https://nkwine.com/,"We recommend NAPA Kitchen and Wine!
With an undeniable charm and stunning presentation, NAPA Kitchen and Wine serves an irresistible, Mediterranean-inspired menu in the heart of Richmond's elegant West End neighborhood. Overlooking the city from this elevated vantage point, NAPA offers a variety of wine country favorites, including some specialties like dukkah-crusted Berkshire Pork and the Hearth Baked Brie. With an extensive selection of international wines, this spot caters for refined tastes and offers food and wine lovers an unforgettable experience. For a dinner at NAPA, expect to spend within $50 - $70 range."
Rays Dog House,Ray's Dog House,"401 N 1st St, Richmond, VA 23219, United States",(804) 644-3848,Not found,"We recommend Rays Dog House!
Rays Dog House, nestled in the heart of Richmond's bustling West End, is a charming hidden gem not to be missed. This unique eatery specializes in creating a gourmet spin on the classic American favorite: the hot dog. Their hearty concoctions, adorned with mouth-watering toppings that would make any foodie swoon, have earned them a reputation as Richmond's premier hot dog joint. They not only excel in hot dogs but also offer a variety of other indulgent comfort foods, suitable for every palate and pocket. With offerings for lunch, dinner, and every snack in between, Ray's Dog House suits any budget, with a dinner for two ranging from $20 - $30."
